ID,Description,Entry_ID,Antonym,Encyclopedic_Info,Media_IDs,Near_Synonym,Scientific_Name,Semantic_Domain,Synonym
SN005174,sap,LX001556,,,,,,,
SN005175,fruit,LX001557,,,,,,,
SN005176,hide for hunting cassowary,LX001558,,"The name refers to the fact that fallen seeds (typically from a sémb tree) are a clue to where the cassowary comes to eat, so the hide is built near there.",,,,,
SN005177,wood piled around sago seedlings to protect dead logs,LX001559,,,,,,Agriculture,
SN005178,bundle of sticks,LX001560,,,,,,,
SN005179,plant species,LX001561,,,,,Tinaspora sp.,,
SN005180,vine species,LX001562,,"Vine. Root used and combined with saragal wén, mixed together and put in someone's grave. A chemical reaction takes place in that grave. They name how many people should die. When it explodes like a bomb, those who were mentioned begin to die.",,,Tinaspora sp.,,
SN005181,vine species,LX001562,,One of a number of types of wén mänz. Used as whips to whip initiated boys. Liquid is painted on the backs of boys so their backs will be numb.,,,Vitaceae sp.,Plant,
SN005182,saliva-like bubbles produced by vine when it is drinking water,LX001563,,,,,,,
SN005183,tree trunk,LX001564,,,,,,Parts of a plant,
SN005184,leaf,LX001565,,,,,,Parts of a plant,
SN005185,green,LX001566,,,,,,,
SN005186,"green lizard, 2 photos taken on tree near Mär",LX001567,,,,,,Lizards and goannas,
SN005187,soldier,LX001568,,,,,,,
SN005188,green tree python,LX001569,,,,,Morelia viridis,Snake,
SN005189,plant species,LX001570,,,,qaklqakl,Lamiaceae,Plant,
SN005190,Purple-tailed imperial pigeon,LX001571,,,,,Ducula rufigaster,,
SN005191,"type of insect, blac, climbs trees, eaten by skoptete bird",LX001572,,,,,,Insect,
SN005192,medicinal herb,LX001573,,,,,,Plant,
SN005193,type of honey and associated bee,LX001574,,,,,"Platytrigona sp., most probably Platytrigona planifrons",Insect,
SN005194,green,LX001575,,,,,,,
SN005195,grove of trees,LX001576,,,,,,,
SN005196,stilt tree - ringbarked tree that is standing in newly made garden,LX001577,,,,,,,
SN005197,piece of wood,LX001578,,,,,,,
SN005198,walk (of two),LX001579,,,,,,,
SN005199,female personal name,Wena,,,,,,,
SN005200,window,wenda_bene,,,,,,Window,
SN005201,male personal name,Wenembu,,Name of first-born son of Noe and Katawa Sobae,,,,,
SN005202,Wednesday,Wenesde,,,,,,,
SN005203,straighten,wengs,,,,,,,
SN005204,roll,wengs,,,,,,,
SN005205,wrestle,LX001580,,,,,,,
SN005206,stand of trees,LX001581,,,,,,Plant,
SN005207,touch,wenzas,,,,,,,
SN005208,back part of ribs,LX001582,,,,,,,
SN005209,"generate, populate, make children to build up population",LX001583,,,,,,,
SN005210,tie (string etc.: ABS) around (LOC),LX001584,,,,,,,
SN005211,tie up (OBJ) with (string etc.: ABL),LX001584,,,,,,,
SN005212,black palm,wepel,,,ca67894bcb50c6bc66c6817c53c0cd12 ; 8e57bf67ea76b98337dedda5eb3a3c5b ; 057d4e55a253366f05564b249ba7ed40,,Hydriastele sp.,Plant,
SN005213,"tree species, unid., has edible through raw fruit like lemon",LX001585,,,,,Garsinia maluensis,Plant,
SN005214,lay out (e.g. coconut leaves),LX001586,,,,,,,
SN005215,"chop away, chop all",LX001587,,,,,,,
SN005216,chop down,LX001588,,,,,,,
SN005217,bend down,wepns,,,,,,,
SN005218,"dowse, throw water on",LX001589,,,,,,,
SN005219,run ones fingers through someone's hair,LX001590,,,,,,,
SN005220,"stretch something on floor;stretch something on floor, spread out on ground (e.g. coconut fronds)",LX001590,,,,,,,
SN005221,stretch.a.bed,LX001590,,,,,,,
SN005222,make rain (of rainmaker),LX001591,,,,,,,
SN005223,fetch water,LX001592,,,,,,,
SN005224,fetch water,LX001593,,,,,,,
SN005225,scoop water,LX001593,,,,,,,
SN005226,sit around,wer,,,,,,,
SN005227,"hot, dry, blustery wind from the east or southeast, carries clouds away fast",LX001594,,,,,,,
SN005228,"new harvest season, time when the wind swings around",LX001594,,,,,,,
SN005229,"harvest time, time, season",LX001594,,,,,,,
SN005230,east,LX001594,,,,,,,
SN005231,"people from east (as synonymous alternative to Gunduma), as opposed to Äkämär and others who live in a relatively westerly position. These terms are relative and their exact designation depends on the home territory of the person using them.",LX001595,,,,,,,
SN005232,name of place where Jimmy's father was initiated (not yet located),LX001596,,,,,,,
SN005233,showers in cold season (June or July),LX001597,,,,,,,
SN005234,jabiru,werae,,,,,Eiphhiorhynchus asiaticus,Bird,
SN005235,"large storks (generic), comprising jabiru and brolga, as well as Pied Heron",werae,,,,,Eiphhiorhynchus asiaticus; Grus rubicunda; Egretta picta,Bird,
SN005236,command,LX001598,,,,,,,
SN005237,inhabitant,LX001599,,,,,,,
SN005238,sit (i.e. be sitting),were,,,,,,,
SN005239,chair,were_rokar,,,,,,,
SN005240,traditional customs,were_yam,,,,,,,
SN005241,"screech, scream out",werens,,,,,,,
SN005242,hear,LX001600,,,,,,,
SN005243,"name of tribe, from around northeast of Birem. (Called Weridai in Williams)",Werid,,,,,,,
SN005244,Collared Imperial Pigeon,LX001601,,"These breed and live on the coast, but come inland to the bush to find food.",,,Ducula muellerii,Bird,
SN005245,plant species,LX001602,,hanging fruit; photographed outside Madu's canteen,,,Piper betel,Plant ; Stimulant,
SN005246,plant species,LX001603,,,,,Piper sp.,Plant,
SN005247,hide,LX001604,,,,,,,
SN005248,"abduct, particularly in contexts where youths take a girl to live with them in the jungle, out of wedlock",LX001604,,,,,,,
SN005249,"hiding place, i.e. place for hiding something",LX001605,,,,,,,
SN005250,"slam down, sledge",LX001606,,,,,,,
SN005251,stub,LX001606,,,,,,,
SN005252,"hold (imperfective), catch hold of (perfective)",wers,,,,,,,
SN005253,give one's sister in marriage exchange (typically with trpta),wers,,,,,,,
SN005254,"carry, buy",wers,,,,,,,
SN005255,group,wers,,,,,,,
SN005256,"dig out, pull out",LX001607,,,,,,,
SN005257,"take something out of a pit, draw someone out from a well; draw water out of a well",LX001607,,,,,,,
SN005258,"boil, sore",weru,,,,,,Skin disease,
SN005259,plant species,LX001608,,Used for treating boils - leaves chewed.,,,Embelia cf. cotinioides,Plant,
SN005260,"clan, in Dimsisi area",Werubi,,,,,,,
SN005261,"harvest season (for yams), time for tasting first fruits of the harvest. This is also a time when people go and catch fish in the swamps and rivers",LX001609,,,,,,,
SN005262,pig trap,LX001610,,,,,,,
SN005263,Pied Imperial Pigeon,LX001611,,,,,Ducula bicolor,Bird,
SN005264,Torres Strait pigeon (aka Torresian Imperial pigeon),LX001612,,"Caught for meat, and kept as pets",,,,Bird,
SN005265,male personal name,LX001613,,Bearers: son of Or Blba and Doa Teräb.,,,,,
SN005266,"shoot (of plant), sprout",LX001614,,,,,,,
SN005267,basket type,LX001615,,,,,,,
SN005268,describe,LX001616,,,,,,,
SN005269,sweep,LX001617,,,,,,,
SN005270,prepare for a singsing or a big ceremony,LX001617,,,,,,,
SN005271,female personal name,LX001618,,,,,,,
SN005272,"immerse, put in water",LX001619,,,,,,,
SN005273,"praise, give glory to",LX001620,,,,,,,
SN005274,chop (e.g. with a knife),LX001621,,,,,,,
SN005275,husk (coconut) on a sharp stick,LX001621,,,,,,,
SN005276,sero pattern,wesese,,,,,,,
SN005277,slide something (downwards),wesnos,,,,,,,
SN005278,"take down, bring down (according to direction specified by prefix)",wesrs,,,,,,,
SN005279,"fear, be afraid of",wess,,,,,,,
SN005280,"struggle to do something, be helpless in the face of something",LX001622,,,,,,,
SN005281,"put on someone's shoulder, put on top",LX001623,,,,,,,
SN005282,pile on,LX001623,,,,,,,
SN005283,scratch,LX001624,,,,,,,
SN005284,help,weters,,,,,,,
SN005285,"take out, bring out",LX001625,,,,,,,
SN005286,set aside,LX001625,,,,,,,
SN005287,helpful,weterser,,,,,,,
SN005288,light,LX001626,,,,,,,
SN005289,thorned sago palm; can also be known as wéti bi,LX001627,,,,,,Plant,
SN005290,stump of thorned sago,LX001628,,,,,,Plant,
SN005291,place with lots of thorny sagos,LX001629,,,,,,Ecozone,
SN005292,Australian pelican,wetku,,,9b02a6bcc3dd0e23fe375d48bbcea405,,Pelecanus conspicillatus,Bird,
SN005293,"tell, say, report",wetls,,,,,,,
SN005294,tell to,LX001630,,,,,,,
SN005295,scratch on,LX001631,,,,,,,
SN005296,"remove surface of by scraping, scaling or peeling motion ('scratch' in local English, especially as applied to yams), scale, peel",LX001631,,,,,,,
SN005297,"scratch on something, scratch (without specified object)",wetrs,,,,,,,
SN005298,"get out, take out, take off, detach",LX001632,,,,,,,
SN005299,"pin through, pierce and come out the other side",LX001632,,,,,,,
SN005300,"pool - special type, with no grass, on side of river",LX001633,,,,,,Bodies of water,
SN005301,"end, complete, bring to an end, make an end to",wet,,,,,,,
SN005302,make,wet,,,,,,,
SN005303,"make (something, some state), cause something to be",wet,,,,,,,
SN005304,"call, decree, name",wet,,,,,,,
SN005305,believe (when modified by ypalengamas),wet,,,,,,,
SN005306,believer,LX001634,,,,,,,
SN005307,Blue-faced Honeyeater,wewe,,,e1cfc1211171384d4b3cc671c7d70bf3,,Entomyzon cyanotis,Bird,
SN005308,check out a place to see if it is good for gardening,wewegbs,,,,,,,
SN005309,"be tired of doing something, abandon doing something",LX001635,,,,,,,
SN005310,deceive,LX001636,,,,,,,
SN005311,load someone up,wewes,,,,,,,
SN005312,"plant species, white flowers which turn red, then dark red when ready for eating",weyame,,Flower spray grows out of bark,dea7039ba66e3677ebd51774ac45b93d ; 3d13036037ea41011cfbbf829d7ebc55,,Syzygium furfuraceum,Plant,
SN005313,watermelon,weyeti,,,,,,Plant,
SN005314,"more generally, put things together in such a way that pressure holds them together (e.g. putting papers on a skewer) ;wedge, place tightly together",LX001637,,,,,,,
SN005315,join,LX001637,,,,,,,
SN005316,put spear or axe onto handle,LX001637,,,,,,,
SN005317,"shoot.into.something, wedge something into something",LX001637,,,,,,,
SN005318,place a word or form in a paradigm,LX001637,,"Note that this term was coined spontaneously by Grmbo, who had been writing out (sub)paradigms in a small notebook after learning about the concept",,,,,
SN005319,"shrunken old yam, as they are just after being in the yamhouse",wg,,,,,,Parts of a plant,
SN005320,Lowland Peltops,wga_amni,,,,,Peltops blainvillii,,
SN005321,plant species,LX001638,,,,,Polyalthea glauca,Plant,
SN005322,"swampy forest, very thick forest, like the rainforest found in the Fly Delta",wga_wrng,,,,,,Land,
SN005323,plant species,LX001639,,"Name made up by JN during session. Wga refers to a type of bush, like the rainforest found in the Fly Delta. This tree was introduced as a garden plant for its edible fruit, by fruit brought from Dewara.",,,Syzygium sp.,Plant,
SN005324,line up,LX001640,,,,,,,
SN005325,wild nutmeg,wgawga_wn,,,,,,,
SN005326,"great, wondrous, really good (stronger than mer), perfect, splendid",wgd,,,,,,,
SN005327,(in Christian contexts) holy,wgd,,,,,,,
SN005328,"be wise, consider carefully",LX001641,,,,,,,
SN005329,gospel,wgd_zi,,,,,,,
SN005330,line up in rows,LX001642,,,,,,,
SN005331,more something up and down,LX001643,,,,,,,
SN005332,"rub, brush, e.g. when rubbing yam skins to make them smooth",wgrs,,,,,,,
SN005333,"garden place, upstream from Zeri",Wibag,,,,,,,
SN005334,"finish, complete",wibs,,,,,,,
SN005335,"uncompleted, unfinished",wibspna,,,,,,,
SN005336,side,widma_1,,,,,,,
SN005337,piece,widma_1,,,,,,,
SN005338,beside,widma_2,,,,,,,
SN005339,mid afternoon,widma_keser,,,,,,,
SN005340,small pig,widma_padar_renzase_kiemb,,,,,,,ranga
SN005341,check meaning,LX001644,,,,,,,
SN005342,other.side,widma_tande,,,,,,,
SN005343,five,widmatandes,,,,,,,
SN005344,smell,wimb,,,,,,,
SN005345,herb which is chewed and spat where snakes live to kill them or drive them away,wimb_ter,,,,,,,
SN005346,female personal name (may not be from Nen),LX001645,,"Bearers: Winäm Blba, D of Blba Or and Mesi from Balimo",,,,,
SN005347,kill,LX001646,,,,,,,
SN005348,"catch sight of, see, find",LX001647,,,,,,,
SN005349,"find (whether by vision, or by some other sense such as touch)",LX001647,,,,,,,
SN005350,beget,LX001647,,,,,,,
SN005351,Wednesday,Winisdi,,,,,,,
SN005352,to sit,wiri_1,,,,,,,
SN005353,"sitting place, dwelling place",wiri_pap,,,,,,,
SN005354,sitting,wiritae,,,,,,,
SN005355,"throw or move up and down, jiggle up and down (e.g. a child who doesn't want to dance)",LX001648,,,,,,,
SN005356,plant species,LX001649,,,21c27c27a90456fe77c6fcd811afc1e5,,Alphitonia incana,Plant,
SN005357,"name of small hamlet, not yet mapped",Wirowiroar_Sakn_Gn,,,,,,,
SN005358,separate,wirr,,,,,,,
SN005359,"dismantle, applied to objects ranging from part of a house (taking it apart) to a cooking oven (taking out the burning wood)",wirr,,,,,,,
SN005360,blow.away,wirr,,,,,,,
SN005361,scatter,wirr,,,,,,,
SN005362,dismiss,wirr,,,,,,,
SN005363,"spoil, destroy",wirr,,,,,,,
SN005364,laugh at,wirs,,,,,,,
SN005365,cross-piece,wirwir,,,,,,,
SN005366,dig,wis,,,,,,,
SN005367,"dance, singsing",LX001650,,,,,,,
SN005368,female personal name,Wisma,,,,,,,
SN005369,move,witr,,,,,,,
SN005370,banana (obsolete),wiya,,,,,,Plant,
SN005371,visit,wiyabs,,,,,,,
SN005372,"check, check up on",wiyabs,,,,,,,
SN005373,visitor,LX001651,,,,,,,
SN005374,banana variety,LX001652,,,,,,Plant,
SN005375,ritual defender,wiyamand,,,,,,Friend,
SN005376,hinges,wiyan,,,,,,,
SN005377,"start, cause (dynamic situation) to begin, make, prompt something to happen",LX001653,,,,,,,
SN005379,female personal name,Wiza,,,,,,,
SN005380,burn (tr.),wizers,,,,,,,
SN005381,Pinon Imperial Pigeon,LX001654,,,,,Ducula pinon,,
SN005382,"large Imperal Pigeon (generic), including Pinon Piegon, Zoe Imperial Pigeon and Purple-tailed Imperial Pigeon",LX001654,,,,,Ducula pinon; Ducula zoeae; Ducula rufigaster,Bird,
SN005383,burn (tr.),LX001655,,,,,,,
SN005384,rubbish that is thrown around house,wlawl,,,,,,,gngn_2
SN005385,put in,LX001656,,,,,,,
SN005386,record,LX001656,,,,,,,
SN005387,Black-capped Lory,wlila,,Idi wriyera,85c1deaad3f5bbe7dff81cd2b0562a00,,Lorius lorry,Bird,
SN005388,male personal name (formerly rendered in English spelling as Ulila),Wlila,,,,,,,
SN005389,miss,wls,,,,,,,
SN005390,"tie up, tie around",mbae,,,,,,,
SN005391,"interviewer, person who asks questions",LX001657,,,,,,,
SN005392,"put in a row, in line. lay our",LX001658,,,,,,,
SN005393,gather,LX001658,,,,,,,
SN005394,"cut opposite half of tree trunk, in felling tree, after having chopped wedge in the other side, as the last stage in the felling process",wn_got_rebers,,,,,,,
SN005395,break,LX001659,,,,,,,
SN005396,bite and break with teeth,LX001659,,,,,,,
SN005397,"slice and cut off (something soft, e.g. fruit or yams)",LX001659,,,,,,,
SN005398,"destroy, ruin (by floods)",LX001660,,,,,,,
SN005399,kill (animals) when hunting,LX001660,,,,,,,
SN005400,in return,wnde_1,,,,,,,
SN005401,successfully hitting home,wnde_2,,,,,,,
SN005402,"proper, real (as opposed to what actually transpired)",wnde_2,,,,,,,
SN005403,"but, even though",wnde_3,,,,,,,
SN005404,stick,wndo,,,,,,,
SN005405,"small arrow, small bisi",wndoba_bisi,,,,,,Hunt and fish,
SN005406,"vine species, that goes around tree",LX001661,,,,,,Plant,
SN005407,bite (something already softened),nena,,,,,,,
SN005408,generation level,wngap,,,,,,,
SN005409,stand (someone/something) up,LX001662,,,,,,,
SN005410,"line up, put in a line",LX001662,,,,,,,
SN005411,"beget or give brith to (children), especially in contexts of mentioning a number of children 'lined up' as descendants",LX001662,,,,,,,
SN005412,tall,wngrer,,,,,,,
SN005413,"long, tall",wngri,LX000373,,,,,,
SN005414,"index finger, pointing finger",wngri_pus_1,,,,,,,
SN005415,pointing finger,wngri_pus_2,,,,,,"Finger, toe",
SN005416,middle finger,wngri_pus_waets,,,,,,"Finger, toe",
SN005417,"to be very hungry, i.e. belly has been stretched",wngri_srsr,,,,,,,
SN005418,each other,wnwndetae,,,,,,,
SN005419,"conquer, overcome, overpower",LX001663,,,,,,,
SN005420,kill (when the method is not being specified),LX001663,,,,,,,
SN005421,"(with walӓm 'sexual desire' as subject) become horny, become seized with sexual desire",LX001663,,,,,,,
SN005422,"overdose, give too much (N: ngama) to someone",LX001663,,,,,,,
SN005423,persuade (lit. overpower with words),LX001664,,,,,,,
SN005424,split,wparrs,,,,,,,
SN005425,make a plan,wparrs,,,,,,,
SN005426,bundle,LX001665,,,,,,,
SN005427,put around,LX001665,,,,,,,
SN005428,"fell, knock down (a tree)",wpirs,,,,,,,
SN005429,"multiply, increase in number",wpnas,,,,,,,
SN005430,bury,LX001666,,,,,,,
SN005431,suck,wpnmes,,,,,,,
SN005432,"full up, laden with fruit",wpri,,,,,,,
SN005433,"stop, extinguish, quench",wprits,,,,,,,
SN005434,turn off (an appliance),wprits,,,,,,,
SN005435,pin,wr_1,,,,,,,
SN005436,steal,rni_2,,,,,,,
SN005437,thief,LX001667,,,,,,,
SN005438,number,LX001668,,,,,,,
SN005439,"plants that 'give birth', that reproduce sexually, fruit-bearing plants",LX001669,,,,,,Plant,
SN005440,thin,wrawra,,,,,,,
SN005441,"large lake, of the type found on the Fly River side",wrbam,,,,,,,
SN005442,give birth,wrebs,,,,,,,
SN005443,"reproduce (plants) by suckering, e.g. yam, banana",wrebs,,,,,,,
SN005444,lay egg,wrebs,,,,,,,
SN005445,trap set with rope,LX001670,,,,,,,
SN005446,drunken,wri,,,,,,,
SN005447,intoxication,wri,,,,,,,
SN005448,drunk,wriba,,,,,,,
SN005449,dizzy,wriba,,,,,,,
SN005450,"forest, woods, jungle",wrng,,,,,,"Plant ; Forest, grassland, desert",
SN005451,type of cane,LX001671,,,,,,Plant,LX000025
SN005452,plant species,wrng_akaka,,,,,Rhodamnia sp.,Plant,
SN005453,tree species,wrng_ambanko,,,,,Syzygium sp.,Plant,
SN005454,plant species,wrng_baragbarag,,,,,Neosperma sp.,Plant,
SN005455,plant species,LX001672,,,,,Xanthophyllum papuanum,Plant,
SN005456,tree species,LX001673,,"The environmental designator wrng is used to distinguish it brom another type, béd pip, which was collected in Zeri.",,,Eucalyptus sp.,Plant,
SN005457,tree species,LX001673,,,,,Lindsayomyrtus brachyandros,Plant,
